tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
0.3.2,v0.3.2,2023-09-18T06:40:37Z,daf9b48c73690f36be80379279eb038ce32483f3,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.2,False,False
0.3.1,v0.3.1,2023-09-04T09:29:12Z,3db9024a2d990fba4b29695cebdac7286f268aef,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.1,False,False
0.3.0,v0.3.0,2023-08-23T07:34:43Z,4d7c0a7c67e4a49f06d73f2193b8333e21a89d40,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.3.0,False,False
0.2.9,v0.2.9,2023-08-10T13:40:01Z,764b4db166873bb13899fe02b032e66f44f597be,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.9,False,False
0.2.8,v0.2.8,2023-08-03T07:07:37Z,45cbd70bf456f8de5b91b10420f706b84c3aad43,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.8,False,False
0.2.7,v0.2.7,2023-07-18T12:10:09Z,0fb004aee0fbea983ea1e2b267d95798f42c4ec6,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.7,False,False
0.2.6,v0.2.6,2023-07-11T11:54:40Z,2c669f1b8549a4cb4be89d0ac47ad9fb8d4e258b,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.6,False,False
0.2.5,v0.2.5,2023-07-02T07:16:36Z,2c513be3055e44c51b84eb8432bebfa8326a3c43,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.5,False,False
0.2.4,v0.2.4,2023-06-23T07:37:46Z,f3d6c66f5c040d2cf41e89fc59c1398951fe4200,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.4,False,False
0.2.3,v0.2.3,2023-06-21T12:09:48Z,9bd629aaefe3ce2194fc558a4a0851728d0ad843,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.3,False,False
0.2.2,v0.2.2,2023-06-15T10:56:06Z,430325c73153398a0aef635b1e9832c9a6d53d12,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.2,False,False
0.2.1,v0.2.1,2023-06-11T09:02:48Z,b5d9a7319476385b1422b7dcb5aea0fc583872c9,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.1,False,False
0.2.0,v0.2.0,2023-06-08T08:19:28Z,02b7149514326502b385dc82b16fb79b9df5aa6b,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.2.0,False,False
0.1.6,v0.1.6,2023-05-31T08:41:08Z,71d118904871d5526c13479ca2e672d4dd81b6ea,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.1.6,False,False
0.1.5,v0.1.5,2023-05-11T11:27:50Z,33b5837f0474c0fd52d1272764e01c8d6598e1dc,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.1.5,False,False
0.1.4,v0.1.4,2023-05-04T12:06:12Z,a2e9d63f63d0aebdb354a366983d16c01c7cfd74,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.1.4,False,False
0.1.3,v0.1.3,2023-04-24T08:29:16Z,8b294ecd4f8e07f897ce41cb2c1108f9afbb358d,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.1.3,False,False
0.1.2,v0.1.2,2023-03-29T07:56:05Z,565485265b44de9c740d247cdef02bab109c1d7e,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.1.2,False,False
0.1.1,v0.1.1,2023-03-22T05:13:06Z,063ec186bbf7143cbd082a0d4f309e1d6bcc4b43,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.1.1,False,False
0.1.0,v0.1.0,2023-02-09T04:40:26Z,ba957c0e814c3520d6e1988a9127b29cc4d1d60e,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.1.0,False,False
0.0.9.1,v0.0.9.1,2023-01-13T02:24:23Z,a3091dfbb349740460707f933cef29ffb209ec9f,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.9.1,False,False
0.0.9,v0.0.9,2022-12-21T06:06:05Z,9a387b275f7850a00fb29ff3a9e0cb1f1049bb9d,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.9,False,False
0.0.8.1,v0.0.8.1,2022-12-09T03:37:32Z,247a19b0c613660270877b4861e1d588764be704,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.8.1,False,False
0.0.8,v0.0.8,2022-11-30T09:36:43Z,64d9b76e3af52095c76f16b7d7adcdf1d84add5d,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.8,False,False
0.0.7.1,v0.0.7.1,2022-11-30T02:12:24Z,d21e1bce29aed13b054f3f35d8a67cf7265ca14b,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.7.1,False,False
0.0.7,v0.0.7,2022-11-28T11:54:26Z,bc70b0411092bd5c13cc1eccc0b76f2fd1e6a009,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.7,False,False
0.0.6.2,v0.0.6.2,2022-10-30T12:24:36Z,8afd6a6f1f47b54ad9c08093975e41f17f9f24c4,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.6.2,False,False
0.0.6.1,v0.0.6.1,2022-10-27T07:11:03Z,d24625c05349c0ee2d6b156fbdc80b6a02938912,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.6.1,False,False
0.0.6,v0.0.6,2022-10-23T14:17:27Z,cc6bf3cc1ebfcc37d1ee0012588728593fbd9aa1,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.6,False,False
0.0.5.3,v0.0.5.3,2022-09-27T11:35:04Z,fd821b36b2a231ba846ae8af1429143c813bc1d0,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.5.3,False,False
0.0.5.2,v0.0.5.2,2022-09-16T13:12:11Z,03ed2065ea565a668ce4351045fe6ec3e9bad388,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.5.2,False,False
0.0.5.1,v0.0.5.1,2022-09-14T08:43:51Z,b090aae280490b58b9d8b8176fad0b84f2854191,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.5.1,False,False
0.0.5,v0.0.5,2022-09-08T06:56:56Z,79cb3ea25cb7c97e3422cf4d96598cad4e1dbea3,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.0.5,False,False
